CYEAR,CUID,CLNUM,F,C-,C,C+,B-,B,B+,A-,A,A+,AVGGPA
106_1,B02 20110,02,1,4,2,1,4,7,12,84,88,25,3.749
106_1,B02 20201,%NOCLNUM%,10,13,9,5,14,28,17,49,56,72,3.459
106_1,B02 20301,%NOCLNUM%,56,29,40,20,39,64,30,50,36,27,2.600
106_1,B02 30090,%NOCLNUM%,0,1,0,0,1,3,6,8,11,4,3.647
106_1,B02 30190,%NOCLNUM%,0,0,0,0,0,0,0,1,17,33,4.188
106_1,B02 301B1,%NOCLNUM%,67,160,106,87,61,99,48,91,91,90,2.658
106_1,B02 41010,02,0,0,0,0,0,0,0,3,7,5,4.040
106_1,B02 41010,03,0,0,0,0,0,0,1,1,3,5,4.050
106_1,B02 41010,04,0,0,0,0,0,0,2,1,1,3,3.886
106_1,B02 41010,05,0,0,0,0,0,0,0,2,3,2,4.000
106_1,B02 41010,06,0,0,0,0,0,0,0,2,6,5,4.069
106_1,B02 41010,07,0,0,0,0,0,0,0,4,4,3,3.973
106_1,B02 41010,08,0,0,0,0,0,0,0,4,5,4,4.000
106_1,B02 41010,09,1,0,0,0,0,0,1,5,4,4,3.667
106_1,B02 41010,10,0,0,0,0,0,1,0,1,2,4,3.987
106_1,B02 41010,12,0,0,0,0,0,0,0,1,2,2,4.060
106_1,B02 41010,14,0,0,0,0,0,1,2,3,4,5,3.880
106_1,B02 41010,15,0,0,0,0,0,1,1,5,6,4,3.882
106_1,B02 41010,16,0,0,0,0,0,0,0,2,5,4,4.055
106_1,B02 41010,17,0,0,0,0,0,0,0,0,3,15,4.250
106_1,B02 41010,19,0,0,0,0,0,0,0,3,3,2,3.963
106_1,B02 41010,20,0,0,0,0,0,0,1,0,0,8,4.189
106_1,B02 41010,25,0,0,0,0,0,0,0,0,1,0,4.000
106_1,B02 U1040,%NOCLNUM%,1,0,0,0,0,0,0,1,1,1,3.000
106_1,B21 D0010,%NOCLNUM%,56,0,0,0,0,0,0,1,2,6,0.577
106_1,B21 M0010,%NOCLNUM%,19,0,0,0,0,3,2,7,16,6,2.477
106_1,B21 M0200,%NOCLNUM%,0,0,0,0,0,0,0,0,2,0,4.000
106_1,B21 M0310,%NOCLNUM%,0,0,0,0,0,0,0,0,9,0,4.000
106_1,B21 M0320,%NOCLNUM%,0,0,0,0,0,0,0,0,18,0,4.000
106_1,B21 M0330,%NOCLNUM%,0,0,0,0,0,1,0,1,2,2,3.883
106_1,B21 M0340,%NOCLNUM%,0,0,0,0,0,0,0,1,20,5,4.046
106_1,B21EM0380,%NOCLNUM%,0,0,0,0,0,2,0,3,7,2,3.836
106_1,B21 M0400,%NOCLNUM%,0,0,0,0,0,0,0,6,11,11,4.054
106_1,B21 M0420,%NOCLNUM%,0,0,0,0,0,1,0,0,5,1,3.900
106_1,B21 M0430,%NOCLNUM%,0,0,0,0,0,0,0,0,6,6,4.150
106_1,B21 M0440,%NOCLNUM%,0,0,0,0,0,0,0,2,5,6,4.092
106_1,B21 M0460,%NOCLNUM%,0,0,0,0,0,0,0,1,2,8,4.191
106_1,B21 M0470,%NOCLNUM%,0,0,0,0,0,0,0,1,5,6,4.125
106_1,B21 M0480,%NOCLNUM%,0,0,0,0,0,0,0,0,16,9,4.108
106_1,B21 M0490,%NOCLNUM%,0,0,0,0,1,0,1,0,1,0,3.333
106_1,B21EM1060,%NOCLNUM%,0,0,0,0,1,0,0,4,11,8,3.996
106_1,B21 M1100,%NOCLNUM%,0,0,0,0,0,0,1,1,2,0,3.750
106_1,B21 U0300,%NOCLNUM%,1,0,0,0,0,2,7,15,32,11,3.822
106_1,B21 U0400,%NOCLNUM%,0,0,1,0,0,0,1,5,13,15,4.009
106_1,B21 U1230,%NOCLNUM%,6,9,3,5,4,4,10,7,5,14,2.906
106_1,B21EU1320,%NOCLNUM%,1,0,0,0,0,2,0,2,3,2,3.400
106_1,B21 U1450,%NOCLNUM%,0,1,0,0,0,2,1,1,1,1,3.286
106_1,B21 U2120,%NOCLNUM%,0,0,0,0,1,0,0,0,5,1,3.857
106_1,B21 U2170,%NOCLNUM%,4,2,4,4,4,6,4,9,7,22,3.311
106_1,B21 U2220,%NOCLNUM%,0,0,0,0,1,0,1,2,6,3,3.869
106_1,B21 U2250,%NOCLNUM%,0,0,0,0,0,0,0,1,4,1,4.000
106_1,B22 D0010,%NOCLNUM%,99,0,0,0,0,0,0,3,8,21,1.018
106_1,B22 D0020,01,0,0,0,0,0,2,2,7,23,25,4.034
106_1,B22 D0020,02,0,0,0,0,0,0,0,3,5,2,3.970
106_1,B22 D0020,03,0,0,0,0,0,0,0,0,2,12,4.257
106_1,B22 D0020,04,0,0,0,0,0,0,0,10,14,9,3.991
106_1,B22 D1010,01,0,0,0,0,0,0,0,0,2,4,4.200
106_1,B22 D1010,02,0,0,0,0,0,0,0,0,3,1,4.075
106_1,B22 D1010,03,0,0,0,0,0,0,0,0,1,2,4.200
106_1,B22 D1010,04,0,0,0,0,0,0,0,0,1,2,4.200
106_1,B22 D1010,07,0,0,0,0,0,0,0,0,0,1,4.300
106_1,B22 D1010,09,0,0,0,0,0,0,0,0,0,1,4.300
106_1,B22 D1010,11,0,0,0,0,0,0,0,0,0,3,4.300
106_1,B22 D1010,15,0,0,0,0,0,0,0,1,0,1,4.000
106_1,B22 D1010,16,0,0,0,0,0,0,0,0,1,2,4.200
106_1,B22 D1010,19,0,0,0,0,0,0,0,0,0,2,4.300
106_1,B22 D1010,20,0,0,0,0,0,0,0,0,1,0,4.000
106_1,B22 D1030,01,0,0,0,0,0,0,0,1,1,4,4.150
106_1,B22 D1030,02,0,0,0,0,0,0,0,0,2,2,4.150
106_1,B22 D1030,03,0,0,0,0,0,0,0,0,0,1,4.300
106_1,B22 D1030,04,0,0,0,0,0,0,0,0,0,1,4.300
106_1,B22 D1030,07,0,0,0,0,0,0,0,0,1,0,4.000
106_1,B22 D1030,09,0,0,0,0,0,0,0,0,0,1,4.300
106_1,B22 D1030,11,0,0,0,0,0,0,0,0,0,2,4.300
106_1,B22 D1030,15,0,0,0,0,0,0,0,0,1,0,4.000
106_1,B22 D1030,16,0,0,0,0,0,0,0,0,0,5,4.300
106_1,B22 D1030,17,0,0,0,0,0,0,0,0,1,0,4.000
106_1,B22 D1030,19,0,0,0,0,0,0,0,0,0,2,4.300
106_1,B22 D1030,20,0,0,0,0,0,0,0,0,1,0,4.000
106_1,B22 D1050,%NOCLNUM%,0,0,0,0,0,9,7,17,13,1,3.602
106_1,B22 D1060,%NOCLNUM%,0,0,0,0,0,0,0,8,13,1,3.905
106_1,B22 D1070,%NOCLNUM%,0,0,0,0,0,0,0,4,16,0,3.940
106_1,B22 M0010,%NOCLNUM%,60,0,0,0,1,3,7,25,101,64,3.090
106_1,B22 M0020,01,1,0,0,0,4,3,5,43,113,84,3.987
106_1,B22 M0020,02,0,1,0,0,4,15,19,105,72,51,3.805
106_1,B22 M0020,03,0,0,0,0,0,2,10,44,63,29,3.909
106_1,B22 M0020,04,0,0,0,0,0,0,1,25,132,49,4.031
106_1,B22 M0030,%NOCLNUM%,2,0,0,0,0,0,0,22,198,32,3.980
106_1,B22 M1010,02,0,0,0,0,0,0,0,1,9,6,4.094
106_1,B22 M1010,03,0,0,0,0,0,0,0,2,6,4,4.050
106_1,B22 M1010,04,0,0,0,0,0,0,0,6,6,4,3.963
106_1,B22 M1010,06,0,0,0,0,0,0,2,0,4,9,4.087
106_1,B22 M1010,07,0,0,0,0,0,0,0,1,11,1,4.000
106_1,B22 M1010,08,0,0,0,0,0,0,1,3,1,6,4.018
106_1,B22 M1010,09,0,0,0,0,0,0,0,5,5,3,3.954
106_1,B22 M1010,10,0,0,0,0,0,0,0,3,8,0,3.918
106_1,B22 M1010,11,0,0,0,0,0,0,0,0,13,3,4.056
106_1,B22 M1010,13,0,0,0,0,0,0,1,3,8,0,3.867
106_1,B22 M1010,14,0,0,0,0,0,0,0,1,8,4,4.069
106_1,B22 M1010,15,0,0,0,0,0,0,0,3,9,3,4.000
106_1,B22 M1010,16,0,0,0,0,0,0,0,2,9,6,4.071
106_1,B22 M1010,17,0,0,0,0,0,1,0,0,3,0,3.750
106_1,B22 M1010,18,0,0,0,0,1,0,0,1,4,11,4.100
106_1,B22 M1010,19,0,0,0,0,0,0,0,0,1,14,4.280
106_1,B22 M1010,20,0,0,0,0,0,0,0,2,7,3,4.025
106_1,B22 M1010,21,0,0,0,0,0,0,1,1,1,0,3.667
106_1,B22 M1010,22,0,0,0,0,0,0,0,1,2,3,4.100
106_1,B22 M1010,24,0,0,0,0,0,0,0,0,0,1,4.300
106_1,B22 M1010,25,0,0,0,0,0,0,0,0,1,1,4.150
106_1,B22 M1010,26,0,0,0,0,0,0,0,0,1,0,4.000
106_1,B22 M1030,02,0,0,0,0,0,0,1,10,28,13,4.004
106_1,B22 M1030,04,0,0,0,0,0,1,3,9,22,14,3.967
106_1,B22 U0180,%NOCLNUM%,3,2,3,1,12,37,42,63,65,21,3.522
106_1,B22 U0200,%NOCLNUM%,50,25,27,22,32,24,31,42,50,82,2.898
106_1,B22 U0230,%NOCLNUM%,0,0,0,0,0,0,0,2,32,44,4.162
106_1,B22 U0340,%NOCLNUM%,2,1,3,1,4,7,13,20,28,52,3.773
106_1,B22 U0420,%NOCLNUM%,6,7,2,5,15,9,13,25,12,9,3.078
106_1,B22 U0440,%NOCLNUM%,0,0,0,0,0,2,0,5,25,22,4.057
106_1,B22 U0480,%NOCLNUM%,0,0,0,0,0,0,0,10,23,16,4.037
106_1,B42 D0010,%NOCLNUM%,119,0,0,0,0,1,0,3,7,13,0.685
106_1,B42 D0020,04,0,0,0,0,1,2,1,14,35,3,3.870
106_1,B42 D0020,05,0,0,0,0,0,0,1,6,60,15,4.024
106_1,B42 D0020,07,0,0,0,0,0,0,0,0,21,15,4.125
106_1,B42 D0020,11,0,0,0,0,0,0,0,2,13,2,4.000
106_1,B42 D0020,24,0,0,0,0,0,0,0,6,30,0,3.950
106_1,B42 D0020,25,1,0,1,0,0,0,0,1,11,15,3.938
106_1,B42ED0030,01,0,0,0,0,1,0,2,5,19,1,3.861
106_1,B42 M0010,%NOCLNUM%,99,0,0,0,0,0,0,18,89,7,2.125
106_1,B42 M0020,04,0,0,0,0,0,0,0,6,43,7,4.005
106_1,B42 M0020,05,0,1,0,0,0,0,0,0,46,13,4.027
106_1,B42 M0020,06,0,0,0,0,1,4,1,13,19,4,3.793
106_1,B42 M0020,07,0,0,0,0,0,0,0,2,24,36,4.165
106_1,B42 M0020,11,0,0,0,0,0,0,0,1,42,5,4.025
106_1,B42 M0020,15,0,0,0,0,0,0,0,0,5,1,4.050
106_1,B42 M0020,23,0,0,0,0,1,7,16,13,13,3,3.575
106_1,B42 M0020,24,0,0,0,0,3,6,1,6,24,0,3.690
106_1,B42 M0020,25,0,0,0,0,0,0,0,0,29,28,4.147
106_1,B42 M0020,27,0,0,0,0,0,0,1,3,29,7,4.013
106_1,B42 M0020,28,0,0,0,0,0,0,1,1,16,1,3.963
106_1,B42 M0020,29,0,0,0,0,0,0,0,0,1,2,4.200
106_1,B42 M0030,01,1,0,0,0,9,20,51,67,47,11,3.572
106_1,B42 M0030,02,0,0,1,0,17,32,45,69,50,7,3.519
106_1,B42 M0030,03,0,0,0,0,0,0,7,39,49,0,3.825
106_1,B42 U0480,%NOCLNUM%,2,1,0,1,7,5,7,7,7,16,3.466
106_1,B43 D0010,%NOCLNUM%,41,0,0,0,1,0,0,1,3,6,0.850
106_1,B43 D0020,%NOCLNUM%,0,0,0,0,0,0,1,12,17,6,3.931
106_1,B43 D0030,03,0,0,0,0,0,0,1,4,4,3,3.917
106_1,B43 D0030,05,0,0,0,0,0,0,0,0,8,2,4.060
106_1,B43 D0030,07,0,0,0,0,0,0,0,4,8,1,3.931
106_1,B43 D0030,08,0,0,0,0,0,0,0,0,13,0,4.000
106_1,B43 D0030,10,0,0,0,0,0,1,1,4,10,19,4.080
106_1,B43 D0030,12,0,0,0,0,0,0,0,0,0,9,4.300
106_1,B43 D0030,13,0,0,0,0,0,0,1,5,0,0,3.633
106_1,B43 D0030,14,0,0,0,0,0,0,0,0,0,5,4.300
106_1,B43 M0010,%NOCLNUM%,73,0,0,0,1,5,1,10,57,31,2.356
106_1,B43 M0020,%NOCLNUM%,1,0,0,0,0,1,13,69,120,32,3.893
106_1,B43 M0030,03,0,0,1,1,5,8,8,6,16,21,3.708
106_1,B43 M0030,05,0,0,0,0,0,1,6,8,10,0,3.696
106_1,B43 M0030,07,0,0,0,0,6,6,4,14,18,2,3.596
106_1,B43 M0030,08,0,0,0,0,0,1,0,5,53,3,3.974
106_1,B43 M0030,09,0,0,0,0,0,1,2,3,14,9,3.979
106_1,B43 M0030,10,0,0,0,0,0,1,1,7,30,27,4.065
106_1,B43 M0030,11,0,0,0,0,0,0,0,1,3,0,3.925
106_1,B43 M0030,12,0,0,0,0,0,0,0,0,10,27,4.219
106_1,B43 M0030,13,0,0,0,0,0,0,0,2,1,5,4.112
106_1,B43 M0030,14,0,0,0,0,3,2,2,17,28,21,3.916
106_1,B43 M0030,15,0,0,0,0,0,0,0,0,2,2,4.150
106_1,B43 M0030,17,0,0,0,0,0,0,0,0,0,25,4.300
106_1,B43 M0030,18,0,0,0,0,0,0,0,0,2,1,4.100
106_1,B43 M0300,%NOCLNUM%,0,0,0,0,0,0,2,1,74,2,3.986
106_1,B43 M0320,%NOCLNUM%,0,0,0,0,4,4,9,19,25,2,3.673
106_1,B43 M0330,%NOCLNUM%,0,0,0,0,0,1,1,4,5,2,3.823
106_1,B43 M0350,%NOCLNUM%,0,0,0,0,0,1,1,2,22,2,3.939
106_1,B43 M0370,%NOCLNUM%,0,0,0,0,1,2,1,13,42,52,4.069
106_1,B43 M0400,%NOCLNUM%,1,0,1,0,4,4,5,6,9,10,3.562
106_1,B43 M0431,%NOCLNUM%,1,0,0,0,0,0,0,0,0,16,4.047
106_1,B43 M0610,%NOCLNUM%,0,0,0,0,0,0,1,4,32,0,3.949
106_1,B43 U1140,%NOCLNUM%,4,0,1,1,14,13,9,15,13,20,3.381
106_1,B43 U1160,%NOCLNUM%,17,4,6,4,23,19,17,40,43,38,3.254
106_1,B43 U1340,%NOCLNUM%,0,0,0,0,0,0,0,2,6,3,4.027
106_1,B43 U1350,%NOCLNUM%,0,0,0,0,0,0,0,2,0,6,4.150
106_1,B43 U1370,%NOCLNUM%,0,0,0,0,0,0,2,3,18,10,4.021
106_1,B43 U1380,%NOCLNUM%,0,0,0,0,0,0,0,0,3,4,4.171
106_1,B43 U1400,%NOCLNUM%,0,0,0,0,0,1,1,10,19,19,4.020
106_1,B44 D0010,%NOCLNUM%,101,0,0,0,0,0,1,1,8,3,0.455
106_1,B44 D0020,%NOCLNUM%,0,0,0,0,1,1,2,6,39,34,4.057
106_1,B44 D0030,02,1,0,0,0,0,0,0,4,17,15,3.981
106_1,B44 D0030,04,0,0,0,0,0,0,0,1,14,18,4.155
106_1,B44 D0030,05,0,0,0,0,0,0,0,1,11,16,4.161
106_1,B44 D0030,06,0,0,0,0,0,0,0,1,8,6,4.100
106_1,B44 D0030,09,0,0,0,0,0,0,0,5,9,0,3.893
106_1,B44 D0030,11,0,0,0,0,0,0,0,0,2,6,4.225
106_1,B44 D0030,13,0,0,0,0,0,0,0,0,9,11,4.165
106_1,B44 D0030,15,0,0,0,0,0,0,0,0,2,6,4.225
106_1,B44 D0030,16,0,0,0,0,0,0,0,0,0,3,4.300
106_1,B44 D0030,17,0,0,0,0,0,0,0,2,10,1,3.977
106_1,B44 D0030,19,0,0,0,0,0,0,0,0,4,6,4.180
106_1,B44 D0030,20,0,0,0,0,0,0,0,1,2,2,4.060
106_1,B44 D0030,22,0,0,0,0,0,0,0,0,1,1,4.150
106_1,B44 D0030,23,0,0,0,0,0,0,0,0,1,0,4.000
106_1,B44 M0010,%NOCLNUM%,78,0,0,0,0,1,0,14,59,7,2.018
106_1,B44 M0020,%NOCLNUM%,1,0,0,1,2,1,5,42,120,37,3.932
106_1,B44 M0030,02,0,0,0,0,0,0,0,11,28,8,3.981
106_1,B44 M0030,04,0,0,0,0,0,0,0,1,8,36,4.233
106_1,B44 M0030,05,0,0,0,0,0,0,0,0,47,32,4.122
106_1,B44 M0030,06,0,0,0,0,0,1,0,8,22,4,3.937
106_1,B44 M0030,09,0,0,0,0,0,0,0,21,10,0,3.797
106_1,B44 M0030,11,0,0,0,0,0,0,0,0,5,5,4.150
106_1,B44 M0030,13,0,0,0,0,0,0,0,1,17,17,4.137
106_1,B44 M0030,15,0,0,0,0,0,0,0,0,3,0,4.000
106_1,B44 M0030,17,1,0,0,0,0,1,0,3,9,12,3.912
106_1,B44 M0030,19,0,0,0,0,0,0,0,0,5,5,4.150
106_1,B44 M0030,20,0,0,0,0,0,0,0,0,3,1,4.075
106_1,B44 M0030,21,0,0,0,0,0,0,0,0,4,0,4.000
106_1,B44 M0030,22,0,0,0,0,0,0,0,0,15,23,4.182
106_1,B44 M0030,23,0,0,0,0,0,0,0,0,6,3,4.100
106_1,B44 U1210,%NOCLNUM%,2,4,5,7,5,9,13,39,27,22,3.483
106_1,B44 U1220,%NOCLNUM%,1,0,0,0,0,0,0,2,3,4,3.660
106_1,B44 U1340,%NOCLNUM%,1,0,0,1,7,0,5,2,5,4,3.292
106_1,B44 U1350,%NOCLNUM%,0,0,0,0,3,3,2,3,2,2,3.427
106_1,B44 U1380,%NOCLNUM%,0,0,0,0,0,0,0,4,6,1,3.918
106_1,B44 U1410,%NOCLNUM%,0,0,0,0,3,5,6,15,12,10,3.714
106_1,B44 U1420,%NOCLNUM%,6,3,3,5,9,14,6,18,15,9,3.114
106_1,B44 U1540,%NOCLNUM%,1,0,0,0,0,0,0,4,24,4,3.879
106_1,B44 U1570,%NOCLNUM%,7,0,2,0,4,4,3,7,3,7,2.830
106_1,B44 U1660,%NOCLNUM%,0,0,0,0,0,0,0,0,2,0,4.000
106_1,B44 U1830,%NOCLNUM%,2,0,0,0,2,8,13,9,14,2,3.404
106_1,B44 U1880,%NOCLNUM%,0,0,0,0,0,0,0,0,2,0,4.000
106_1,B45 D0010,%NOCLNUM%,90,0,0,0,0,0,0,6,5,2,0.493
106_1,B45 D0020,%NOCLNUM%,1,0,0,0,0,0,0,5,9,0,3.633
106_1,B45 M0010,%NOCLNUM%,83,0,0,0,1,1,1,17,68,7,2.101
106_1,B45 M0020,01,0,0,0,0,0,0,5,52,40,10,3.850
106_1,B45 M0030,01,0,0,0,0,0,0,0,1,6,0,3.957
106_1,B45 M0030,02,0,0,0,0,0,0,0,2,6,4,4.050
106_1,B45 M1010,%NOCLNUM%,0,0,0,0,0,0,1,1,6,2,3.960
106_1,B45 M1030,%NOCLNUM%,1,0,0,0,0,0,6,24,25,5,3.772
106_1,B45 M1040,%NOCLNUM%,0,0,0,0,0,0,1,10,4,0,3.753
106_1,B45 M1230,%NOCLNUM%,1,0,1,0,3,2,2,8,3,4,3.396
106_1,B45 U1030,%NOCLNUM%,0,0,1,0,5,8,4,6,8,2,3.397
106_1,B45 U1080,%NOCLNUM%,0,0,0,0,0,0,0,6,9,6,4.000
106_1,B45 U1090,%NOCLNUM%,4,1,4,5,47,54,73,147,130,88,3.605
106_1,B45 U1250,01,3,0,0,0,2,4,11,87,74,19,3.767
106_1,B45 U1260,%NOCLNUM%,0,0,0,0,0,0,1,7,9,0,3.835
106_1,B45 U1290,%NOCLNUM%,2,5,3,1,10,9,22,31,27,37,3.573
106_1,B45 U1320,%NOCLNUM%,1,0,0,2,0,9,11,19,14,8,3.572
106_1,B45 U1360,%NOCLNUM%,0,0,0,0,0,0,2,18,42,22,3.998
106_1,B45 U1520,%NOCLNUM%,0,0,0,0,1,3,2,3,3,0,3.450
106_1,B45 U1550,%NOCLNUM%,0,0,0,0,0,0,0,3,0,0,3.700
106_1,B45 U1560,%NOCLNUM%,0,0,0,0,0,0,0,1,2,0,3.900
106_1,B46 301B1,%NOCLNUM%,51,38,52,70,86,79,54,69,29,25,2.633
106_1,B46 303A1,%NOCLNUM%,22,23,13,19,37,42,26,40,24,15,2.793
106_1,B46 D0010,%NOCLNUM%,202,0,0,0,0,1,0,11,33,28,1.077
106_1,B46 D0020,01,0,0,0,0,0,1,0,1,12,18,4.128
106_1,B46 D0020,02,0,0,0,0,0,1,1,8,13,12,3.986
106_1,B46 D0020,03,0,0,0,0,0,0,1,0,15,2,3.994
106_1,B46 D0020,04,0,0,0,0,0,1,5,15,22,6,3.853
106_1,B46 D0020,05,0,0,0,0,0,0,0,3,20,5,4.021
106_1,B46 D0020,06,0,0,0,0,0,1,1,3,9,20,4.100
106_1,B46 D0020,07,0,0,0,0,0,0,1,8,37,25,4.062
106_1,B46 D0020,08,0,0,0,0,0,0,0,7,18,18,4.077
106_1,B46 D0020,09,0,0,0,0,1,1,1,1,46,38,4.092
106_1,B46 D0020,10,0,0,0,0,0,0,0,0,16,19,4.163
106_1,B46 D0020,11,0,0,0,0,0,0,0,0,42,27,4.117
106_1,B46 D0020,12,0,0,0,0,0,0,0,4,28,22,4.100
106_1,B46 D0020,13,0,0,0,0,0,0,0,2,18,14,4.106
106_1,B46 D0020,14,0,0,0,0,0,0,0,0,6,15,4.214
106_1,B46 D0030,01,0,0,0,0,0,0,4,13,11,4,3.828
106_1,B46 D0030,02,0,0,0,0,0,0,3,7,14,11,3.974
106_1,B46 D0030,03,0,0,0,0,0,0,4,12,14,3,3.833
106_1,B46 D0110,01,0,0,0,0,0,1,2,3,7,12,4.012
106_1,B46 D0110,02,0,0,0,0,0,0,0,10,5,3,3.883
106_1,B46ED0110,03,0,0,0,0,0,0,0,0,11,6,4.106
106_1,B46 D0110,04,0,0,0,0,0,0,4,4,6,6,3.890
106_1,B46 D0110,05,0,0,0,0,0,0,0,2,8,7,4.088
106_1,B46ED0140,%NOCLNUM%,0,0,0,0,0,1,4,4,4,0,3.615
106_1,B46ED0150,%NOCLNUM%,0,0,1,0,0,0,4,9,14,20,3.969
106_1,B46ED0280,%NOCLNUM%,0,0,0,0,20,3,0,13,3,8,3.351
106_1,B46 D0400,%NOCLNUM%,4,0,5,0,8,9,9,7,10,11,3.198
106_1,B46 D0410,04,0,0,0,0,0,0,0,0,2,0,4.000
106_1,B46 M0010,%NOCLNUM%,22,0,0,1,3,2,4,9,65,21,3.254
106_1,B46 M0020,01,0,0,0,0,0,0,1,1,11,19,4.147
106_1,B46 M0020,02,1,0,0,0,1,0,0,6,11,7,3.808
106_1,B46 M0020,03,0,0,0,0,0,1,0,3,18,17,4.082
106_1,B46 M0020,04,0,0,0,0,0,1,1,3,20,10,4.011
106_1,B46 M0020,05,0,0,0,0,0,0,1,7,11,11,4.017
106_1,B46 M0020,06,0,0,0,0,0,0,1,2,6,16,4.140
106_1,B46 M0020,07,0,0,0,0,0,3,1,1,15,9,3.955
106_1,B46 M0020,08,0,0,0,0,0,1,2,4,16,14,4.016
106_1,B46 M0020,09,0,0,0,0,0,0,0,3,12,14,4.114
106_1,B46 M0020,10,0,0,0,0,0,0,1,2,17,9,4.048
106_1,B46 M0020,11,0,0,0,0,0,0,5,8,15,7,3.891
106_1,B46 M0020,12,0,0,0,0,0,1,0,4,13,31,4.145
106_1,B46 M0020,13,0,0,0,0,0,1,3,7,13,9,3.924
106_1,B46 M0020,14,0,0,0,0,0,0,0,0,4,26,4.260
106_1,B46 M0030,01,0,0,0,0,2,1,2,18,35,19,3.939
106_1,B46 M0030,02,0,0,0,0,2,0,1,27,39,8,3.883
106_1,B46 M0030,03,0,0,0,0,0,1,4,36,22,11,3.847
106_1,B46 M0040,01,0,0,0,0,0,0,1,11,29,7,3.960
106_1,B46 M0040,02,0,0,0,0,0,0,0,13,25,6,3.952
106_1,B46EM0040,03,0,0,0,0,0,0,0,0,28,12,4.090
106_1,B46 M0040,04,0,0,0,0,2,1,6,10,16,8,3.805
106_1,B46 M0040,05,0,0,0,1,0,0,2,18,21,4,3.841
106_1,B46 M1320,%NOCLNUM%,0,0,1,2,0,0,3,2,3,2,3.423
106_1,B46 U0850,%NOCLNUM%,0,0,0,0,3,4,1,7,12,52,4.062
106_1,B48 D0010,%NOCLNUM%,18,0,0,0,0,0,0,0,0,1,0.226
106_1,B48 D0120,%NOCLNUM%,0,0,0,0,0,0,0,3,31,50,4.168
106_1,B48 D0210,01,0,0,0,0,0,0,1,6,4,3,3.886
106_1,B48 D0210,02,0,0,0,0,0,0,0,0,0,8,4.300
106_1,B48 D0210,04,0,0,0,0,0,0,0,0,1,4,4.240
106_1,B48 D0210,06,0,0,0,0,0,0,0,0,1,4,4.240
106_1,B48 D0210,07,0,0,0,0,0,0,0,0,5,1,4.050
106_1,B48 D0210,08,0,0,0,0,0,1,0,0,3,0,3.750
106_1,B48 D0210,09,0,0,0,0,0,0,0,0,3,1,4.075
106_1,B48 D0210,17,0,0,0,0,0,0,0,0,2,1,4.100
106_1,B48 D0210,18,0,0,0,0,0,0,0,0,3,0,4.000
106_1,B48 D0210,20,0,0,0,0,0,0,0,0,2,0,4.000
106_1,B48 D0210,22,0,0,0,0,0,0,0,0,1,1,4.150
106_1,B48 D0210,23,0,0,0,0,0,1,0,1,1,0,3.567
106_1,B48 D0210,24,0,0,0,0,0,0,0,0,0,2,4.300
106_1,B48 D0210,25,0,0,0,0,0,0,0,0,1,1,4.150
106_1,B48 D0210,26,0,0,0,0,0,0,0,0,0,1,4.300
106_1,B48 D0210,27,0,0,0,0,0,0,0,0,0,1,4.300
106_1,B48 D0210,30,0,0,0,0,0,0,0,0,0,1,4.300
106_1,B48 D0220,%NOCLNUM%,0,0,0,0,0,5,3,14,26,14,3.885
106_1,B48 M0010,%NOCLNUM%,1,0,0,0,0,0,0,0,1,0,2.000
106_1,B48 M0210,02,0,0,0,0,0,0,0,1,5,1,4.000
106_1,B48 M0210,05,0,0,0,0,0,0,0,0,1,1,4.150
106_1,B48 M0210,08,0,0,0,0,0,0,0,0,0,1,4.300
106_1,B48 M0220,%NOCLNUM%,0,0,0,0,0,0,0,3,4,2,3.967
106_1,B48 U0120,%NOCLNUM%,2,1,0,0,2,1,5,22,25,14,3.725
106_1,B48 U0130,%NOCLNUM%,0,0,0,0,0,0,0,6,43,15,4.042
106_1,H01 02000,%NOCLNUM%,5,0,0,0,3,19,56,187,455,1155,4.111
106_1,H01 02100,%NOCLNUM%,119,44,59,58,99,139,157,350,409,837,3.549
106_1,H01 02500,%NOCLNUM%,20,5,1,6,9,10,39,104,210,140,3.739
106_1,H01 02600,%NOCLNUM%,2,4,0,1,7,9,16,73,85,68,3.812
106_1,H01 03900,%NOCLNUM%,0,0,0,0,1,1,8,38,38,39,3.939
106_1,H01 04000,%NOCLNUM%,6,2,1,1,4,14,20,67,130,45,3.751
106_1,H01 04200,%NOCLNUM%,8,0,1,2,5,15,25,105,196,79,3.807
106_1,H01E05000,%NOCLNUM%,3,0,1,0,1,3,7,40,10,3,3.496
106_1,H01 05100,%NOCLNUM%,2,0,1,0,0,2,5,14,20,17,3.761
106_1,H01 05200,%NOCLNUM%,0,1,2,5,5,6,13,35,43,34,3.745
106_1,H01 05600,%NOCLNUM%,2,0,1,3,4,7,5,11,31,74,3.914
106_1,H02 10040,%NOCLNUM%,0,0,0,0,0,0,0,11,10,5,3.931
106_1,P01 U0010,%NOCLNUM%,1,0,0,0,2,3,3,4,13,7,3.673
106_1,P01 U0020,01,4,2,1,2,1,10,5,52,45,13,3.611
106_1,P01 U0020,02,4,1,2,2,11,15,15,48,53,14,3.541
106_1,P01 U0070,%NOCLNUM%,2,1,0,0,1,6,9,30,61,21,3.797
106_1,P01 U0080,%NOCLNUM%,5,2,1,1,10,27,42,101,61,4,3.501
